DIRECTORIO,REGION,DPTO_CAUCA,PDET,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P,FEX_P_PDET
107477,5,1,2,3,1,1,1,1,2,2,2,,2,1,598.16784002,
107478,5,1,1,3,1,1,2,,2,2,2,,2,1,121.36567638,231.67715282
107479,5,1,2,3,1,1,1,1,2,1,2,,1,1,658.42343882,
107480,5,1,2,3,1,1,1,1,2,2,2,,2,1,509.9159652,
107481,5,1,1,3,1,1,2,,2,2,2,,2,1,229.60241281,314.45445097
107482,5,1,1,3,1,1,1,1,2,2,2,,2,1,126.46380782,191.34545126
107483,5,1,1,3,1,1,1,9,2,2,2,,2,1,147.84308452,250.2901542
107484,5,1,1,3,1,1,1,1,2,2,2,,2,1,186.20454348,248.13685515
107485,5,1,1,3,1,1,1,9,2,2,2,,2,1,181.34382183,285.89736112
107486,5,1,1,3,1,1,1,9,2,2,2,,2,1,153.70120678,234.44994634
107487,5,1,1,3,1,1,1,9,2,2,2,,2,1,117.85412206,188.17970089
107488,5,1,1,3,1,1,1,1,2,2,2,,2,1,173.7510456,246.77121238
107489,5,1,1,3,1,1,1,1,2,2,2,,2,1,186.20454348,248.13685515
107490,5,1,1,3,1,1,1,9,2,2,2,,2,1,128.81377892,209.29859936
107492,5,1,1,3,1,1,1,9,2,2,2,,2,1,181.2829257,284.8009858
107493,5,1,1,3,1,1,1,1,2,2,2,,1,1,161.90573845,235.82885089
107495,5,1,1,3,1,1,1,1,2,2,2,,2,1,111.34060854,197.22028774
107496,5,1,1,3,1,1,1,9,2,2,2,,2,1,128.81377892,209.29859936
107497,5,1,1,3,1,1,1,9,2,2,2,,2,1,129.55079435,238.91089033
107498,5,1,1,3,1,1,1,1,2,2,2,,2,1,127.91357636,211.70131102
107499,5,1,1,3,1,1,1,9,2,2,2,,2,1,103.62504105,163.36992064
107501,5,1,1,3,1,1,1,1,2,2,2,,1,1,161.90573845,235.82885089
107502,5,1,1,3,1,1,1,9,2,2,2,,2,1,146.73284709,181.82288965
107503,5,1,1,3,1,1,1,1,2,2,2,,2,1,144.792538,205.64267698
107504,5,1,1,3,1,1,1,9,2,2,2,,2,1,78.675943131,136.59418054
107505,5,1,1,3,1,1,1,1,2,2,2,,1,1,165.04154219,215.8993472
107506,5,1,1,3,1,1,1,9,2,2,2,,2,1,59.316049439,115.58411732
107508,5,1,1,3,1,1,1,1,2,2,2,,1,1,114.8586351,177.41791797
107509,5,1,1,3,1,1,1,9,2,2,2,,2,1,98.807918647,150.71782265
107510,5,1,1,3,1,1,1,1,2,2,2,,2,1,125.63551071,169.71121294
107511,5,1,1,3,1,1,1,9,2,2,2,,2,1,84.481762581,143.02294526
107513,5,1,1,3,1,1,1,1,2,2,2,,1,1,134.92144871,196.52404241
107514,5,1,1,3,1,1,1,9,2,2,2,,2,1,104.83035333,157.8096752
107515,5,1,1,3,1,1,1,1,2,2,2,,2,1,104.10922241,158.75962836
107516,5,1,1,3,1,1,1,9,2,2,2,,2,1,91.150492088,149.98205059
107517,5,1,1,3,1,1,1,1,2,2,2,,1,1,185.29054638,226.15601741
107518,5,1,1,3,1,1,1,9,2,2,2,,2,1,102.97874622,163.50266786
107519,5,1,1,3,1,1,2,,2,2,2,,2,1,155.1704529,206.78071263
107520,5,1,1,3,1,1,1,9,2,2,2,,2,1,62.466470342,124.7647513
107521,5,1,1,3,1,1,1,1,2,2,2,,1,1,106.22314918,158.89750523
107522,5,1,1,3,1,1,1,9,2,2,2,,2,1,138.85880531,180.42402976
107523,5,1,1,3,1,1,1,9,2,2,2,,2,1,125.17894407,172.59640514
107524,5,1,1,3,1,1,2,,2,2,2,,2,1,144.792538,205.64267698
107525,5,1,1,3,1,1,1,1,2,2,2,,1,1,217.18880699,308.46401547
107526,5,1,1,3,1,1,1,1,2,2,2,,1,1,263.12918563,325.55607427
107527,5,1,1,3,1,1,1,1,2,2,2,,1,1,232.75567935,310.17106894
107528,5,1,1,3,1,1,2,,2,2,2,,2,1,166.87310237,272.83889185
107529,5,1,1,3,1,1,1,1,2,2,2,,1,1,156.73485333,274.25188266
107530,5,1,1,3,1,1,1,1,2,2,2,,2,1,156.73485333,274.25188266
107531,5,1,1,3,1,1,1,1,2,2,2,,2,1,183.86117532,264.45297471
107532,5,1,1,3,1,1,1,1,2,2,2,,1,1,183.86117532,264.45297471
107533,5,1,1,3,1,1,2,,2,2,2,,2,1,217.18880699,308.46401547
107534,5,1,1,3,1,1,1,9,2,2,2,,2,1,104.83035333,157.8096752
107535,5,1,1,3,1,1,1,1,2,2,2,,2,1,202.38217306,294.78606362
107536,5,1,1,3,1,1,1,9,2,2,2,,2,1,84.481762581,143.02294526
107537,5,1,1,3,1,1,2,,2,2,2,,2,1,116.13376047,223.14451544
107538,5,1,1,3,1,1,1,9,2,2,2,,2,1,175.2505217,241.6349672
107539,5,1,1,3,1,1,1,1,2,2,2,,1,1,195.46992629,277.61761393
107540,5,1,1,3,1,1,2,,2,2,2,,2,1,193.25646646,261.87598996
107541,5,1,1,3,1,1,1,9,2,2,2,,2,1,137.90563646,202.66397735
107542,5,1,1,3,1,1,2,,2,2,2,,1,1,222.80608195,291.46411872
107543,5,1,1,3,1,1,1,9,2,2,2,,2,1,156.09871597,230.67629275
107544,5,1,1,3,1,1,1,1,2,2,2,,2,1,195.46992629,277.61761393
107545,5,1,1,3,1,1,1,9,2,2,2,,2,1,137.42627335,211.19079782
107546,5,1,1,3,1,1,1,1,2,2,2,,2,1,165.47505779,238.00767724
107547,5,1,1,3,1,1,1,9,2,2,2,,2,1,128.09005204,201.44805035
107548,5,1,1,3,1,1,1,1,2,2,2,,1,1,222.80608195,291.46411872
107549,5,1,1,3,1,1,1,9,2,2,2,,2,1,127.61937341,216.97820515
107550,5,1,1,3,1,1,1,1,2,2,2,,2,1,209.48011141,279.15396205
107551,5,1,1,3,1,1,1,9,2,2,2,,2,1,136.94691023,219.71761829
107552,5,1,1,3,1,1,1,1,2,2,2,,1,1,195.46992629,277.61761393
107553,5,1,1,3,1,1,1,9,2,2,2,,2,1,106.89944104,179.55431492
107554,5,1,1,3,1,1,1,9,2,2,2,,2,1,98.828085052,195.34846026
107555,5,1,1,3,1,1,2,,1,2,2,,2,1,170.54231876,253.93543497
107557,5,1,1,3,1,1,1,9,2,2,2,,2,1,117.97989078,206.30713472
107558,5,1,1,3,1,1,1,1,2,2,2,,1,1,100.86895137,178.34332852
107559,5,1,1,3,1,1,1,1,2,2,2,,1,1,169.27685771,225.57895923
107560,5,1,1,1,1,2,1,2,1,1,1,2,1,1,133.39883247,96.945131849
107562,5,1,1,3,1,1,1,1,2,2,2,,2,1,113.98898424,199.45591466
107563,5,1,1,1,1,2,1,2,1,1,1,2,1,1,196.78203993,174.42684842
107564,5,1,1,3,1,1,1,1,2,2,2,,1,1,180.04531875,235.52656058
107568,5,1,1,3,1,1,1,1,2,2,2,,2,1,169.27685771,225.57895923
107569,5,1,1,1,1,2,1,2,1,1,1,2,1,1,195.13973675,218.21227623
107570,5,1,1,3,1,1,1,1,2,2,2,,1,1,178.6519179,234.76847219
107571,5,1,1,1,1,1,1,1,1,1,1,2,1,1,186.83259976,183.11682087
107572,5,1,1,3,1,1,1,1,2,2,2,,2,1,147.18703495,214.38986445
107573,5,1,1,1,1,1,1,1,1,1,1,2,1,1,101.91877579,96.945131849
107574,5,1,1,3,1,1,1,1,2,2,2,,2,1,117.31866985,185.11539503
107576,5,1,1,3,1,1,1,1,2,2,2,,1,1,202.1351415,246.71565536
107578,5,1,1,1,1,1,1,2,1,1,1,2,1,1,208.61693276,219.25401142
107579,5,1,1,3,1,1,2,,2,2,2,,2,1,136.41857391,204.4422631
107580,5,1,1,1,1,1,1,2,1,1,1,2,1,1,133.39883247,96.945131849
107582,5,1,1,1,1,2,1,2,1,1,1,2,1,1,232.16551341,239.24825294
107583,5,1,1,3,1,1,1,1,2,2,2,,2,1,125.65011287,194.49466175
107584,5,1,1,1,1,2,1,2,1,1,1,2,1,1,232.16551341,239.24825294
107585,5,1,1,1,1,2,1,1,2,1,1,2,1,1,98.23255999,119.23327742
107586,5,1,1,1,1,2,1,3,1,1,1,2,1,1,239.43335936,236.19595632
107587,5,1,1,1,1,2,1,1,1,1,1,2,1,1,75.466824528,79.203190704
107588,5,1,1,1,1,2,1,3,1,1,1,2,1,1,250.21580722,265.48397505
107589,5,1,1,1,1,1,1,1,1,1,1,2,1,1,61.709369637,65.475053494
107590,5,1,1,1,1,2,1,3,1,1,1,2,1,1,235.69326924,248.97996058
107591,5,1,1,1,1,1,1,1,1,1,1,2,1,1,72.572881985,80.764182452
107593,5,1,1,1,1,2,1,1,1,1,1,2,1,1,93.849372078,127.33220688
107594,5,1,1,1,1,1,1,2,1,1,1,2,1,1,154.97688211,128.02712399
107595,5,1,1,1,1,1,1,1,2,1,1,3,1,1,82.654169103,92.620545209
107596,5,1,1,1,1,1,1,2,1,1,1,2,1,1,154.97688211,128.02712399
107597,5,1,1,1,1,1,1,1,2,1,1,3,1,1,78.774596503,97.151549973
107598,5,1,1,1,1,2,1,2,1,1,1,2,1,1,212.14468858,228.98571907
107599,5,1,1,1,1,1,1,1,1,1,1,3,1,1,72.572881985,80.764182452
107600,5,1,1,1,1,2,1,2,1,1,1,2,1,1,235.69326924,248.97996058
107601,5,1,1,1,1,1,1,1,2,1,1,2,1,1,61.709369637,65.475053494
107602,5,1,1,1,1,2,1,2,1,1,1,2,1,1,221.38306555,209.96023421
107603,5,1,1,1,1,1,1,1,1,1,1,3,1,1,79.76022656,94.181536957
107606,5,1,1,2,1,1,1,1,2,2,2,,1,1,120.58547791,179.55030756
107607,5,1,1,1,1,1,1,1,1,1,1,3,1,1,162.25761437,170.53089777
107609,5,1,1,1,1,1,1,1,1,1,1,2,1,1,120.53757497,99.576651989
107610,5,1,1,2,1,1,1,1,2,2,2,,1,1,128.12798335,170.03789073
107611,5,1,1,1,1,1,1,1,1,1,1,2,1,1,167.10204596,138.48641553
107612,5,1,1,2,1,1,1,1,2,2,2,,1,1,139.60801211,188.5114036
107613,5,1,1,1,1,2,1,2,1,1,1,2,1,1,180.5731771,186.08197451
107614,5,1,1,1,1,1,1,1,1,1,1,2,1,1,165.00613074,160.45574717
107615,5,1,1,2,1,1,1,1,2,2,2,,1,1,196.19684372,225.66665637
107616,5,1,1,1,1,1,1,2,1,1,1,2,1,1,141.7573904,122.82887085
107617,5,1,1,2,1,1,1,1,2,1,2,,1,1,119.37501683,185.14374515
107622,5,1,1,2,1,1,1,1,2,2,2,,1,1,119.36625217,178.88698021
107624,5,1,1,2,1,1,1,1,2,1,2,,1,1,80.057154774,148.00958862
107626,5,1,1,2,1,1,1,1,2,2,2,,1,1,92.012206969,152.60849213
107629,5,1,1,2,1,1,1,1,2,2,2,,1,1,120.2794172,178.72094567
107630,5,1,1,1,1,2,1,2,1,1,1,2,1,1,141.7573904,122.82887085
107632,5,1,1,2,1,1,1,1,2,2,2,,2,1,146.41423667,204.33610641
107633,5,1,1,1,1,2,1,2,1,1,1,2,1,1,180.5731771,186.08197451
107635,5,1,1,1,1,2,1,2,1,1,1,2,1,1,194.61229451,206.48753615
107636,5,1,1,2,1,1,1,1,2,2,2,,1,1,128.78865558,187.59113139
107638,5,1,1,2,1,1,1,1,2,1,2,,1,1,632.82920839,479.27907648
107641,5,1,1,2,1,1,1,1,2,2,2,,1,1,775.37968462,545.1126269
107642,5,1,1,2,1,1,1,1,2,1,2,,1,1,943.85745533,623.24083681
107644,5,1,1,2,1,1,1,1,2,1,2,,1,1,890.97577811,598.71570581
107645,5,1,1,1,1,1,1,2,2,1,1,2,1,1,62.980430872,56.513399821
107646,5,1,1,2,1,1,1,1,2,1,2,,1,1,642.97492969,532.31139213
107647,5,1,1,2,1,1,1,1,2,1,2,,1,1,943.85745533,623.24083681
107648,5,1,1,1,1,2,1,2,2,1,1,2,1,1,118.45612146,136.15411642
107649,5,1,1,2,1,1,1,1,2,1,2,,1,1,830.23437816,572.16737541
107651,5,1,1,2,1,1,1,1,2,1,2,,1,1,890.97577811,598.71570581
107652,5,1,1,1,1,1,1,2,2,1,1,2,1,1,77.138527606,80.997709546
107653,5,1,1,2,1,1,1,1,2,1,2,,1,1,701.37382982,488.76699212
107654,5,1,1,2,1,1,1,1,2,1,2,,1,1,775.37968462,545.1126269
107655,5,1,1,1,1,1,1,2,2,1,1,2,1,1,106.41482638,104.97598059
107656,5,1,1,2,1,1,1,1,2,1,2,,1,1,758.57102319,585.91447104
107658,5,1,1,1,1,1,1,2,2,1,1,2,1,1,72.570675156,72.498924157
107659,5,1,1,2,1,1,1,1,2,1,2,,1,1,653.89688472,492.0159661
107660,5,1,1,3,1,1,1,1,2,1,2,,1,1,331.03655267,276.92553155
107661,5,1,1,1,1,1,1,2,2,1,1,2,1,1,97.194807738,105.86956344
107662,5,1,1,3,1,1,1,1,2,2,2,,1,1,374.09450455,309.70844633
107663,5,1,1,1,1,1,1,1,1,1,1,2,1,1,84.234376845,68.831349924
107664,5,1,1,1,1,1,1,1,1,1,1,2,1,1,104.75256411,110.65776026
107665,5,1,1,3,1,1,1,1,2,1,2,,1,1,555.54089402,350.27143269
107666,5,1,1,1,1,1,1,1,1,1,1,2,1,1,86.72877189,96.983233881
107667,5,1,1,3,1,1,1,1,2,2,2,,1,1,343.32698326,295.4392792
107668,5,1,1,1,1,1,1,1,1,1,1,2,1,1,77.138527606,80.997709546
107669,5,1,1,3,1,1,1,1,2,1,2,,1,1,518.38590726,348.34368338
107672,5,1,1,3,1,1,1,1,2,2,2,,1,1,331.03655267,276.92553155
107673,5,1,1,3,1,1,1,1,2,1,2,,1,1,374.09450455,309.70844633
107674,5,1,1,1,1,1,1,1,2,2,1,2,1,1,97.978589145,117.36941086
107675,5,1,1,3,1,1,1,1,2,1,2,,1,1,518.38590726,348.34368338
107676,5,1,1,1,1,1,1,1,2,1,1,2,1,1,83.036711004,81.385253718
107677,5,1,1,3,1,1,1,1,2,2,2,,1,1,451.12999832,317.15643747
107679,5,1,1,3,1,1,1,1,2,1,2,,1,1,590.8813449,365.71773401
107680,5,1,1,1,1,1,1,2,1,1,1,2,1,1,235.69326924,248.97996058
107681,5,1,1,3,1,1,1,1,2,2,2,,1,1,380.44909656,286.26383482
107682,5,1,1,1,1,1,1,2,2,1,1,2,1,1,253.2387832,265.04993109
107683,5,1,1,3,1,1,1,1,2,1,2,,1,1,549.15342855,362.61285051
107684,5,1,1,1,1,1,1,2,1,1,1,2,1,1,163.2840191,163.12257935
107685,5,1,1,3,1,1,1,1,2,2,2,,1,1,483.04545639,332.89738206
107686,5,1,1,1,1,2,1,2,2,1,1,2,1,1,214.1152196,213.01253082
107687,5,1,1,1,1,2,1,2,2,1,1,2,1,1,182.25950195,157.92283394
107688,5,1,1,3,1,1,1,1,2,1,2,,1,1,331.03655267,276.92553155
107690,5,1,1,3,1,1,1,1,2,2,2,,1,1,549.15342855,362.61285051
107691,5,1,1,2,1,1,1,1,2,1,1,1,1,1,164.19802745,137.00334587
107692,5,1,1,3,1,1,1,1,2,1,2,,1,1,518.38590726,348.34368338
107693,5,1,1,3,1,1,1,1,2,2,2,,1,1,488.28498508,319.08418678
107694,5,1,1,2,1,1,1,1,2,1,1,2,1,1,177.38806589,156.61649894
107695,5,1,1,3,1,1,1,1,2,2,2,,2,1,518.38590726,348.34368338
107697,5,1,1,2,1,1,1,1,2,1,1,2,1,1,157.34188574,133.49693243
107698,5,1,1,3,1,1,1,1,2,2,2,,1,1,415.78954744,301.71013615
107699,5,1,1,2,1,1,1,1,2,1,1,2,1,1,145.01609671,126.99530232
107700,5,1,1,3,1,1,1,1,2,1,2,,1,1,410.5828922,326.62652512
107702,5,1,1,3,1,1,1,1,2,2,2,,1,1,331.03655267,276.92553155
107703,5,1,1,2,1,1,1,1,2,1,1,2,1,1,142.32444205,119.69800533
107704,5,1,1,3,1,1,1,1,2,2,2,,1,1,549.15342855,362.61285051
107705,5,1,1,3,1,1,1,1,2,2,2,,1,1,171.17647956,246.20820106
107706,5,1,1,2,1,1,1,1,2,1,1,1,1,1,101.31482605,120.54914266
107707,5,1,1,3,1,1,1,1,2,1,2,,1,1,216.69772163,288.7721758
107709,5,1,1,3,1,1,1,1,2,2,2,,1,1,202.20481739,287.18289301
107710,5,1,1,1,1,1,1,2,1,1,1,2,1,1,154.97688211,128.02712399
107712,5,1,2,1,1,1,1,1,2,1,1,2,1,1,155.08002614,
107714,5,1,2,1,1,1,1,1,2,1,1,2,1,1,140.3180875,
107715,5,1,2,1,1,1,1,1,2,1,1,2,1,1,149.98886102,
107716,5,1,1,2,1,1,1,2,2,1,1,1,1,1,180.79891936,146.62421338
107717,5,1,2,1,1,1,1,1,2,1,1,2,1,1,108.56213807,
107718,5,1,1,2,1,2,1,2,2,1,1,1,1,1,168.47313033,140.12258327
107719,5,1,2,1,1,1,1,1,2,1,1,2,1,1,177.7487284,
107721,5,1,2,1,1,1,1,1,1,1,1,2,1,1,99.062640395,
107722,5,1,1,2,1,2,1,2,2,1,1,1,1,1,153.05531749,125.70415818
107723,5,1,2,1,1,1,1,1,2,1,1,2,1,1,99.062640395,
107724,5,1,1,2,1,2,1,2,2,1,1,1,1,1,142.32444205,119.69800533
107725,5,1,2,1,1,1,1,1,1,1,1,2,1,1,130.67959351,
107727,5,1,2,1,1,1,1,1,1,1,1,2,1,1,115.50640022,
107728,5,1,1,1,1,1,1,2,2,1,1,2,1,1,207.57764171,181.10625944
107729,5,1,1,1,1,1,1,2,1,1,1,2,1,1,158.71697223,115.24311973
107730,5,1,2,1,1,1,1,1,1,1,1,2,1,1,100.63461232,
107731,5,1,1,1,1,1,1,2,1,1,1,2,1,1,232.16551341,239.24825294
107732,5,1,1,1,1,1,1,2,1,1,1,2,1,1,267.54898689,304.06965746
107733,5,1,2,1,1,1,1,1,2,1,1,2,1,1,67.534932074,
107735,5,1,2,1,1,1,1,1,2,1,1,2,1,1,89.993316614,
107736,5,1,1,3,1,1,1,1,2,1,2,,1,1,170.06146388,139.67128687
107737,5,1,1,3,1,1,1,1,2,1,2,,1,1,170.06146388,139.67128687
107738,5,1,2,1,1,1,1,1,2,1,1,2,2,1,89.993316614,
107739,5,1,1,3,1,1,1,1,2,1,2,,1,1,170.06146388,139.67128687
107741,5,1,2,1,1,1,1,1,1,1,1,1,1,1,90.737068008,
107743,5,1,1,3,1,1,1,1,2,1,2,,1,1,187.19236704,155.69175919
107744,5,1,2,1,1,1,1,1,2,1,1,2,1,1,97.804570033,
107745,5,1,1,3,1,1,1,1,2,1,2,,1,1,170.06146388,139.67128687
107746,5,1,2,1,1,1,1,1,2,1,1,2,1,1,93.048015682,
107747,5,1,1,3,1,1,1,1,2,1,2,,1,1,227.20938293,170.49087899
107748,5,1,2,1,1,1,1,1,1,1,1,2,1,1,78.526343598,
107749,5,1,1,3,1,1,1,1,2,1,2,,1,1,171.0344803,159.43246444
107750,5,1,2,1,1,1,1,1,2,1,1,2,1,1,65.137282839,
107752,5,1,2,1,1,1,1,1,2,1,1,2,1,1,74.081147584,
107753,5,1,1,3,1,1,1,1,2,2,2,,1,1,215.02786394,170.82815721
107754,5,1,2,1,1,1,1,1,2,1,1,2,1,1,65.137282839,
107755,5,1,2,3,1,1,1,1,2,2,2,,1,1,72.110755598,
107756,5,1,1,3,1,1,1,1,2,2,2,,1,1,187.19236704,155.69175919
107757,5,1,2,3,1,1,1,1,2,2,2,,1,1,81.490207563,
107758,5,1,1,3,1,1,1,1,2,2,2,,1,1,294.40479747,219.91038337
107759,5,1,2,3,1,1,1,1,2,2,2,,1,1,128.71358134,
107760,5,1,1,3,1,1,1,1,2,2,2,,1,1,240.67590047,200.17511896
107761,5,1,2,3,1,1,1,1,2,2,2,,1,1,96.985234765,
107762,5,1,1,3,1,1,1,1,2,2,2,,1,1,349.03778134,231.51678315
107763,5,1,2,3,1,1,1,1,2,2,2,,1,1,72.110755598,
107764,5,1,2,3,1,1,1,1,2,2,2,,1,1,72.110755598,
107765,5,1,1,3,1,1,1,1,2,2,2,,1,1,274.18594851,218.92837746
107766,5,1,2,3,1,1,1,1,2,2,2,,1,1,105.22334337,
107767,5,1,2,3,1,1,1,1,2,2,2,,1,1,89.294071762,
107768,5,1,1,3,1,1,1,1,2,1,2,,1,1,186.30069649,169.27058581
107769,5,1,2,3,1,1,1,1,2,2,2,,1,1,112.9216673,
107770,5,1,2,3,1,1,1,1,2,2,2,,1,1,112.9216673,
107771,5,1,2,1,1,1,1,1,1,1,1,3,1,1,220.88786583,
107772,5,1,2,1,1,2,1,1,1,1,1,3,1,1,220.88786583,
107773,5,1,2,3,1,1,1,1,2,2,2,,1,1,128.71358134,
107776,5,1,2,3,1,1,1,1,2,2,2,,1,1,82.881609683,
107778,5,1,2,1,1,2,1,3,1,1,1,3,1,1,195.51995058,
107779,5,1,2,2,1,1,1,1,2,2,2,,1,1,276.84377938,
107784,5,1,2,2,1,1,1,1,2,2,2,,1,1,121.46908648,
107788,5,1,2,2,1,1,1,1,2,1,1,1,1,1,168.15067991,
107790,5,1,1,3,1,1,1,1,1,2,2,,1,1,152.03361063,115.20786536
107793,5,1,1,3,1,1,1,1,1,2,2,,1,1,168.89184776,118.22789561
107795,5,1,2,2,1,1,1,1,2,1,1,2,1,1,151.3741136,
107798,5,1,2,2,1,1,1,1,2,1,1,1,1,1,263.97439611,
107799,5,1,2,1,1,1,1,3,1,1,1,3,1,1,192.40658943,
107801,5,1,1,3,1,1,1,1,1,1,2,,1,1,189.96215607,132.4476838
107805,5,1,1,3,1,1,1,1,1,1,2,,1,1,138.29789324,114.49520141
107808,5,1,1,3,1,1,1,0,1,2,2,,1,1,203.01491016,134.05327444
107810,5,1,2,2,1,1,1,1,2,2,2,,1,1,166.88489153,
107815,5,1,1,3,1,1,1,1,1,1,2,,1,1,233.86745063,136.34894488
107818,5,1,1,3,1,1,1,1,1,1,2,,1,1,162.23330455,110.40433455
107820,5,1,2,1,1,1,1,4,1,1,1,3,1,1,183.34481796,
107821,5,1,1,3,1,1,1,1,1,1,2,,1,1,193.57754193,123.67158877
107822,5,1,2,1,1,2,1,4,1,1,1,3,2,1,193.2768826,
107823,5,1,2,2,1,1,1,1,2,2,2,,1,1,227.42739503,
107824,5,1,1,3,1,1,1,1,2,2,2,,1,1,182.62134585,248.43408685
107825,5,1,2,1,1,2,1,5,1,1,1,3,1,1,189.40023647,
107826,5,1,2,1,1,2,1,4,1,1,1,3,1,1,194.84358661,
107827,5,1,1,3,1,1,1,1,2,2,2,,1,1,182.62134585,248.43408685
107828,5,1,1,3,1,1,1,1,2,2,2,,1,1,241.84661673,305.0836517
107830,5,1,2,1,1,2,1,4,1,1,1,3,1,1,187.02160122,
107832,5,1,1,3,1,1,1,1,2,2,2,,1,1,193.18856276,270.14409497
107836,5,1,1,3,1,1,1,1,2,2,2,,1,1,220.24415091,283.90873278
107839,5,1,1,3,1,1,1,1,2,2,2,,1,1,154.94028804,252.93833132
107842,5,1,1,3,1,1,1,1,2,2,2,,1,1,193.18856276,270.14409497
107845,5,1,1,3,1,1,1,1,2,2,2,,1,1,192.78556856,269.05206317
107848,5,1,1,3,1,1,1,1,2,2,2,,1,1,145.97844184,232.10173512
107852,5,1,1,3,1,1,1,1,2,2,2,,1,1,143.90614942,209.20777006
107855,5,1,1,3,1,1,1,1,2,2,2,,1,1,184.22671656,249.30749876
107859,5,1,1,3,1,1,1,1,2,2,2,,1,1,181.98433565,258.4646037
107861,5,1,1,3,1,1,1,1,2,2,2,,1,1,207.43455309,271.3558296
107863,5,1,2,1,1,1,1,2,1,1,1,3,1,1,252.44327524,
107864,5,1,1,3,1,1,1,1,2,2,2,,1,1,258.33498796,297.13828139
107865,5,1,2,1,1,1,1,1,1,1,1,3,1,1,138.42871172,
107866,5,1,1,3,1,1,1,1,2,2,2,,1,1,194.79393347,271.01750688
107869,5,1,1,3,1,1,1,1,2,2,2,,1,1,143.90614942,209.20777006
107872,5,1,1,3,1,1,1,1,2,2,2,,1,1,194.15803357,236.78237328
107874,5,1,2,1,1,1,1,4,1,1,1,3,1,1,195.97606912,
107875,5,1,1,3,1,1,1,1,1,2,2,,1,1,138.29789324,114.49520141
107876,5,1,1,3,1,1,1,1,2,2,2,,1,1,105.41231817,194.88618965
107877,5,1,2,1,1,1,1,4,2,1,1,3,1,1,213.73897282,
107879,5,1,1,3,1,1,1,1,2,2,2,,1,1,120.0613027,197.18995608
107882,5,1,2,1,1,1,1,2,1,1,1,3,1,1,201.48987771,
107883,5,1,2,1,1,1,1,2,2,1,1,3,1,1,206.63877895,
107884,5,1,1,3,1,1,1,1,1,2,2,,1,1,89.075635847,82.227811264
107885,5,1,2,1,1,1,1,1,1,1,1,3,1,1,221.68324236,
107886,5,1,1,3,1,1,1,1,2,2,2,,1,1,176.47882635,253.1847289
107889,5,1,2,1,1,1,1,1,1,1,1,3,1,1,220.88786583,
107892,5,1,1,3,1,1,1,1,2,2,2,,1,1,98.713276656,163.59712014
107895,5,1,1,3,1,1,1,1,2,1,1,2,1,1,141.32439381,212.70174813
107897,5,1,1,3,1,1,1,1,2,2,2,,1,1,113.17851594,176.23646567
107900,5,1,1,3,1,1,1,1,2,2,2,,1,1,215.27915664,247.61523449
107902,5,1,1,3,1,1,1,1,2,2,2,,1,1,141.31477669,205.83644361
107905,5,1,1,3,1,1,1,1,2,2,2,,1,1,142.65258562,206.56428687
107908,5,1,1,3,1,1,1,1,2,2,2,,1,1,163.86110015,217.30697512
107911,5,1,1,2,1,1,1,1,2,2,2,,1,1,276.53404185,188.18920661
107912,5,1,2,1,1,1,1,2,1,1,1,3,1,1,255.3440318,
107913,5,1,1,2,1,1,1,1,2,1,1,2,1,1,151.83347019,162.75208883
107914,5,1,1,2,1,1,1,1,1,2,2,,1,1,262.0298241,197.11881244
107916,5,1,1,2,1,1,1,1,2,1,1,2,1,1,276.53404185,188.18920661
107917,5,1,2,1,1,1,1,2,1,1,1,3,1,1,237.08308207,
107919,5,1,1,3,1,1,1,1,2,2,2,,1,1,130.97594034,196.28571746
107921,5,1,1,2,1,1,1,1,2,2,1,2,1,1,276.53404185,188.18920661
107922,5,1,2,1,1,1,1,2,1,1,1,3,1,1,209.79543399,
107923,5,1,1,2,1,1,1,1,2,2,2,,1,1,276.53404185,188.18920661
107924,5,1,2,1,1,1,1,2,1,1,1,3,1,1,249.33520294,
107925,5,1,1,2,1,1,1,1,1,2,2,,2,1,326.66003869,219.5082071
107926,5,1,2,1,1,1,1,2,1,1,1,3,1,1,241.37944902,
107927,5,1,1,2,1,1,1,1,1,2,2,,1,1,346.04814232,228.49989962
107929,5,1,1,2,1,1,1,1,2,1,1,2,1,1,284.27883675,199.85561467
107930,5,1,2,1,1,1,1,3,1,1,1,3,1,1,219.58784739,
107931,5,1,1,3,1,1,1,1,2,2,2,,1,1,144.18540788,198.02333959
107933,5,1,1,3,1,1,1,1,2,2,2,,1,1,148.79259898,230.0655783
107934,5,1,2,1,1,1,1,2,1,1,1,3,1,1,249.40989283,
107936,5,1,1,2,1,1,1,1,2,1,1,2,1,1,257.14593821,179.19751409
107938,5,1,1,2,1,1,1,1,2,1,1,2,1,1,326.66003869,219.5082071
107941,5,1,1,3,1,1,1,1,2,2,2,,1,1,139.05702452,195.11690344
107943,5,1,1,3,1,1,1,1,2,2,2,,1,1,160.99046897,225.12007914
107947,5,1,1,3,1,1,1,1,2,2,2,,1,1,151.65361304,215.38716975
107948,5,1,2,1,1,2,1,1,1,1,1,3,1,1,233.35238003,
107949,5,1,1,3,1,1,1,1,2,2,2,,1,1,106.71232365,172.60218626
107950,5,1,2,1,1,1,1,1,1,1,1,3,1,1,205.71085752,
