DIRECTORIO,REGION,DPTO_CAUCA,PDET,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P,FEX_P_PDET
85517,1,,2,1,1,2,1,3,1,1,1,3,1,1,1195.220291,
85518,3,,2,1,1,2,1,3,1,1,1,7,1,1,732.48648331,
85519,3,,2,1,1,2,1,2,1,1,1,3,1,1,398.49975224,
85520,3,,2,1,1,1,1,2,1,1,1,3,1,1,407.76115859,
85521,3,,2,1,1,1,1,2,1,1,1,3,1,1,559.15008691,
85522,3,,2,1,1,1,1,2,1,1,1,3,1,1,550.62860954,
85523,3,,2,1,1,2,1,1,1,1,1,3,1,1,256.99991808,
85524,3,,2,1,1,2,1,1,1,1,1,3,1,1,310.34219203,
85525,3,,2,1,1,2,1,1,1,1,1,3,1,1,256.53387775,
85526,3,,2,1,1,2,1,5,1,1,1,3,1,1,267.65736397,
85527,3,,2,1,1,1,1,5,1,1,1,3,1,1,246.60358718,
85528,3,,2,1,1,1,1,5,1,1,1,3,1,1,247.20898362,
85529,3,,2,1,1,1,1,2,1,1,1,3,1,1,387.4358084,
85530,3,,2,1,1,2,1,5,1,1,1,3,1,1,338.55511857,
85531,3,,2,1,1,1,1,2,1,1,1,3,1,1,279.79954948,
85532,3,,2,1,1,1,1,5,1,1,1,3,1,1,404.68520375,
85533,3,,2,1,1,1,1,5,1,1,1,3,1,1,247.20898362,
85534,3,,2,1,1,1,1,5,1,1,1,3,1,1,247.20898362,
85535,3,,2,1,1,2,1,1,1,1,1,3,1,1,363.68446597,
85536,3,,2,1,1,2,1,2,1,1,1,3,1,1,328.0655536,
85537,3,,2,1,1,2,1,5,1,1,1,3,1,1,313.17438577,
85538,3,,2,1,1,2,1,5,1,1,1,3,1,1,350.917577,
85539,3,,2,1,1,2,1,5,1,1,1,3,1,1,363.42744374,
85540,3,,2,1,1,2,1,5,1,1,1,3,1,1,254.9828142,
85541,3,,2,1,1,1,1,2,1,1,1,2,1,1,671.21165947,
85542,3,,2,1,1,2,1,3,1,1,1,3,1,1,773.82337845,
85543,3,,2,1,1,1,1,2,2,1,1,2,1,1,706.92503641,
85544,3,,2,1,1,1,1,2,1,1,1,2,1,1,526.12038852,
85545,3,,2,1,1,1,1,1,1,1,1,3,1,1,614.02648582,
85546,3,,2,1,1,2,1,3,1,1,1,3,1,1,621.38078748,
85547,3,,2,1,1,2,1,3,1,1,1,3,1,1,788.53198177,
85548,3,,2,1,1,2,1,3,1,1,1,3,1,1,671.21165947,
85549,3,,2,1,1,2,1,1,1,1,1,3,1,1,621.27595955,
85550,3,,2,1,1,2,1,1,1,1,1,3,1,1,788.53198177,
85551,3,,2,1,1,2,1,3,1,1,1,3,1,1,931.91393932,
85552,3,,2,1,1,2,1,3,1,1,1,2,1,1,897.17401769,
85553,3,,2,1,1,2,1,3,1,1,1,3,1,1,1051.0960686,
85554,3,,2,1,1,1,1,1,1,1,1,3,1,1,781.17768011,
85555,3,,2,1,1,1,1,3,1,1,1,3,1,1,921.03972873,
85556,3,,2,1,1,1,1,3,1,1,1,3,1,1,681.27334251,
85557,3,,2,1,1,1,1,3,1,1,1,3,1,1,600.78884559,
85558,3,,2,1,1,1,1,3,1,1,1,3,1,1,642.33648637,
85559,3,,2,1,1,1,1,3,1,1,1,3,1,1,716.0795401,
85563,3,,2,1,1,1,1,3,1,1,1,3,1,1,482.27702281,
85564,3,,2,1,1,1,1,3,1,1,1,3,1,1,562.857612,
85566,3,,2,1,1,1,1,3,1,1,1,3,1,1,416.28103482,
85567,3,,2,1,1,1,1,3,1,1,1,3,1,1,1087.5992394,
85568,3,,2,1,1,1,1,3,1,1,1,3,1,1,1171.7665202,
85569,3,,2,1,1,1,1,3,1,1,1,2,1,1,705.01330199,
85570,3,,2,1,1,1,1,3,1,1,1,3,1,1,1160.7350677,
85571,3,,2,1,1,2,1,2,1,1,1,3,1,1,1012.8529314,
85572,3,,2,1,1,1,1,3,1,1,1,3,1,1,1182.7979727,
85573,3,,2,1,1,1,1,3,1,1,1,3,1,1,921.03972873,
85574,3,,2,1,1,2,1,3,1,1,1,3,1,1,1089.7344282,
85577,3,,2,1,1,2,1,3,1,1,1,3,1,1,1125.9850949,
85580,3,,2,1,1,2,1,3,1,1,1,3,1,1,760.68982083,
85581,3,,2,1,1,2,1,3,1,1,1,3,1,1,953.54701327,
85582,3,,2,1,1,2,1,3,1,1,1,3,1,1,1125.9850949,
85583,3,,2,1,1,2,1,3,1,1,1,3,1,1,835.45263453,
85584,3,,2,1,1,1,1,3,1,1,1,3,1,1,868.09864107,
85585,3,,2,1,1,2,1,3,1,1,1,3,1,1,868.09864107,
85586,3,,2,1,1,2,1,3,1,1,1,3,1,1,1144.0710777,
85587,3,,2,1,1,1,1,3,1,1,1,3,1,1,1276.8085744,
85588,3,,2,1,1,2,1,3,1,1,1,3,1,1,1276.8085744,
85589,3,,2,1,1,2,1,3,1,1,1,3,1,1,1229.0774657,
85590,3,,2,3,1,1,1,2,2,2,2,,1,1,476.97108993,
85591,3,,2,3,1,1,1,2,2,2,2,,1,1,255.52840443,
85592,3,,2,3,1,1,1,2,2,2,2,,1,1,560.61830927,
85593,3,,2,3,1,1,1,1,2,2,2,,1,1,344.44460754,
85594,3,,2,3,1,1,1,2,2,2,2,,1,1,297.02415741,
85595,3,,2,3,1,1,1,2,2,2,2,,1,1,523.32929742,
85596,3,,2,3,1,1,1,2,2,2,2,,1,1,421.36542886,
85597,3,,2,3,1,1,1,2,2,2,2,,1,1,313.30530961,
85598,3,,2,3,1,1,1,2,2,2,2,,1,1,334.31316925,
85599,3,,2,3,1,1,1,2,2,2,2,,1,1,618.34175121,
85600,3,,2,1,1,1,1,3,1,1,1,3,1,1,1018.7687664,
85601,3,,2,1,1,2,1,3,1,1,1,3,1,1,1238.4266143,
85602,3,,2,1,1,2,1,3,1,1,1,3,1,1,868.09864107,
85603,3,,2,1,1,2,1,3,1,1,1,2,1,1,1196.3591633,
85604,3,,2,3,1,1,1,1,2,2,2,,1,1,411.00897381,
85605,3,,2,3,1,1,1,1,2,2,2,,1,1,325.47224492,
85606,3,,2,3,1,1,1,1,2,2,2,,2,1,519.1225563,
85607,3,,2,3,1,1,1,1,2,2,2,,1,1,476.97108993,
85608,3,,2,3,1,1,1,1,2,2,2,,1,1,500.15019368,
85609,3,,2,3,1,1,1,1,2,2,2,,1,1,541.64594665,
85610,3,,2,3,1,1,1,1,2,2,2,,1,1,541.64594665,
85611,3,,2,3,1,1,1,1,2,2,2,,1,1,495.28773916,
85612,3,,2,3,1,1,1,1,2,2,2,,1,1,411.00897381,
85613,3,,2,3,1,1,1,1,2,2,2,,1,1,221.21337587,
85614,3,,2,1,1,1,1,3,1,1,1,3,1,2,663.94676816,
85615,3,,2,1,1,1,1,3,1,1,1,3,1,1,397.45988252,
85616,3,,2,1,1,1,1,2,1,1,1,3,1,1,1036.5404428,
85617,3,,2,1,1,2,1,2,1,1,1,3,1,1,1428.527967,
85618,3,,2,1,1,2,1,2,1,1,1,3,1,1,442.43388059,
85619,3,,2,1,1,2,1,2,1,1,1,3,1,1,596.94650565,
85620,3,,2,1,1,2,1,2,1,1,1,3,1,1,871.86553142,
85621,3,,2,1,1,2,1,2,1,1,1,3,1,1,522.24132372,
85622,3,,2,1,1,2,1,2,1,1,1,3,1,1,442.43388059,
85623,3,,2,1,1,1,1,2,1,1,1,3,1,1,376.51573132,
85624,3,,2,1,1,2,1,2,1,1,1,3,1,1,408.32765625,
85625,3,,2,1,1,1,1,3,1,1,1,3,1,1,1344.4969101,
85626,3,,2,1,1,1,1,3,1,1,1,3,1,1,956.27046265,
85627,3,,2,1,1,1,1,3,1,1,1,3,1,1,949.26890392,
85628,3,,2,1,1,1,1,3,1,1,1,3,1,1,816.38962527,
85629,3,,2,1,1,1,1,3,1,1,1,3,1,1,1146.882907,
85630,3,,2,1,1,1,1,3,1,1,1,3,1,1,1344.4969101,
85631,3,,2,1,1,1,1,3,1,1,1,3,1,1,1232.1381567,
85632,3,,2,1,1,1,1,3,1,1,1,3,1,1,837.53055401,
85633,3,,2,1,1,1,1,3,1,1,1,3,1,1,1673.8234482,
85634,3,,2,1,1,1,1,3,1,1,1,3,1,1,1218.5630887,
85635,3,,2,1,1,1,1,3,1,1,1,3,1,1,1477.4336379,
85636,3,,2,1,1,1,1,2,1,1,1,2,1,1,1201.4880734,
85637,3,,2,1,1,2,1,2,1,1,1,2,1,1,1327.6876861,
85638,3,,2,1,1,1,1,2,1,1,1,2,1,1,1198.618896,
85639,3,,2,1,1,2,1,2,1,1,1,2,1,1,1263.153291,
85640,3,,2,1,1,2,1,2,1,1,1,2,2,1,1335.3463667,
85641,3,,2,1,1,2,1,2,1,1,1,2,1,1,1296.8550773,
85642,3,,2,1,1,2,1,2,1,1,1,2,1,1,1476.9145101,
85643,3,,2,1,1,1,1,2,1,1,1,2,1,1,1147.6282533,
85644,3,,2,1,1,2,1,2,1,1,1,2,1,1,1083.0938582,
85645,3,,2,1,1,2,1,2,1,1,1,2,1,1,787.04166595,
85646,3,,2,1,1,1,1,2,1,1,1,2,1,1,908.80832009,
85647,3,,2,1,1,1,1,2,1,1,1,2,1,1,650.24178256,
85648,3,,2,1,1,1,1,2,1,1,1,2,1,1,808.04047123,
85649,3,,2,1,1,1,1,2,1,1,1,2,1,1,808.04047123,
85650,3,,2,1,1,1,1,2,1,1,1,2,1,1,767.83057891,
85651,3,,2,1,1,1,1,2,1,1,1,2,1,1,751.00963142,
85652,3,,2,1,1,1,1,2,1,1,1,2,1,1,734.27176795,
85653,3,,2,1,1,2,1,2,1,1,1,2,1,1,715.06068091,
85654,3,,2,1,1,1,1,2,2,1,1,2,1,1,808.04047123,
85655,3,,2,1,1,1,1,2,1,1,1,2,2,1,767.83057891,
85656,3,,2,1,1,2,1,1,2,2,1,2,2,1,731.92069415,
85657,3,,2,1,1,1,1,1,2,1,1,2,2,1,802.02705629,
85658,3,,2,1,1,2,1,2,1,1,1,2,1,1,670.64470002,
85659,3,,2,1,1,1,1,1,2,1,1,2,2,1,755.56229184,
85660,3,,2,1,1,1,1,1,2,2,1,2,2,1,933.73565564,
85661,3,,2,1,1,2,1,1,2,2,1,2,2,1,826.29234238,
85662,3,,2,1,1,1,1,1,2,2,1,2,2,1,751.39050429,
85663,3,,2,1,1,1,1,1,2,2,1,2,2,1,621.61943366,
85664,3,,2,1,1,1,1,1,2,1,1,2,2,1,933.73565564,
85665,3,,2,1,1,2,1,2,1,1,1,2,1,1,734.16402169,
85666,3,,2,1,1,2,1,2,1,1,1,2,1,1,910.49056995,
85667,3,,2,1,1,2,1,2,1,1,1,2,1,1,883.8456466,
85668,3,,2,1,1,1,1,2,1,1,1,2,1,1,792.07295688,
85669,3,,2,1,1,1,1,2,1,1,1,2,1,1,924.24051166,
85670,3,,2,1,1,1,1,2,1,1,1,2,1,1,670.64470002,
85671,3,,2,1,1,1,1,2,1,1,1,2,1,1,670.64470002,
85672,3,,2,1,1,1,1,2,1,1,1,2,1,1,995.76576458,
85673,3,,2,1,1,2,1,2,1,1,1,2,1,1,670.64470002,
85674,3,,2,1,1,2,1,2,1,1,1,2,1,1,986.39124966,
85675,4,,1,1,1,1,1,1,1,1,1,2,1,1,220.97212854,220.97212854
85676,4,,1,1,1,1,1,1,1,1,1,2,1,1,126.21486162,126.21486162
85677,4,,1,1,1,1,1,2,1,1,1,3,1,1,175.46149946,175.46149946
85678,4,,1,1,1,1,1,1,1,2,1,2,1,1,216.778298,216.778298
85679,4,,1,1,1,1,1,1,1,1,1,2,1,1,244.58680204,244.58680204
85680,4,,1,1,1,1,1,2,1,1,1,2,1,1,141.76640258,141.76640258
85681,4,,1,1,1,1,1,2,1,1,1,2,1,1,110.38123414,110.38123414
85683,4,,1,1,1,1,1,2,1,1,1,2,1,1,134.38992188,134.38992188
85684,4,,1,1,1,1,1,1,1,1,1,2,1,1,228.48228717,228.48228717
85685,4,,1,1,1,1,1,2,1,1,1,2,1,1,292.25588006,292.25588006
85686,4,,1,1,1,1,1,1,1,1,1,2,1,1,252.9562489,252.9562489
85687,4,,1,1,1,2,1,1,1,1,1,2,1,1,342.01749764,342.01749764
85688,4,,1,1,1,1,1,1,1,1,1,2,1,1,309.21934001,309.21934001
85689,4,,1,1,1,2,1,1,2,1,1,2,1,1,254.62204516,254.62204516
85690,4,,1,1,1,1,1,1,1,1,1,2,1,1,261.77132834,261.77132834
85691,4,,1,1,1,1,1,1,1,1,1,2,1,1,186.80956014,186.80956014
85692,4,,1,1,1,1,1,1,1,1,1,2,1,1,206.53340993,206.53340993
85693,4,,1,1,1,2,1,1,1,1,1,2,1,1,112.19098811,112.19098811
85694,4,,1,1,1,1,1,1,1,1,1,2,1,1,112.19098811,112.19098811
85696,4,,1,1,1,1,1,2,1,1,1,2,1,1,124.17888841,124.17888841
85697,3,,2,1,1,2,1,3,1,1,1,6,1,1,707.82443524,
85698,3,,2,1,1,2,1,3,1,1,1,6,1,1,628.48806873,
85699,3,,2,1,1,2,1,3,1,1,1,6,1,1,615.65147768,
85700,3,,2,1,1,2,1,3,1,1,1,6,1,1,578.80164178,
85701,3,,2,1,1,2,1,4,1,1,1,6,1,1,801.09401674,
85702,3,,2,1,1,2,1,4,1,1,1,3,1,1,769.64701018,
85703,3,,2,1,1,2,1,4,1,1,1,6,1,1,777.73603313,
85704,3,,2,1,1,2,1,4,1,1,1,6,1,1,769.64701018,
85705,3,,2,1,1,1,1,2,1,1,1,3,1,1,701.40060262,
85706,3,,2,1,1,1,1,2,1,1,1,3,1,1,513.71621664,
85707,3,,2,1,1,1,1,3,1,1,1,3,1,1,632.45708603,
85708,3,,2,1,1,2,1,1,2,1,1,3,1,1,1088.9939355,
85709,3,,2,1,1,1,1,2,1,1,1,99,1,1,701.40060262,
85710,3,,2,1,1,2,1,3,1,1,1,3,1,1,478.46808084,
85711,3,,2,1,1,1,1,2,1,1,1,3,1,1,372.17846068,
85712,3,,2,1,1,1,1,3,1,1,1,3,1,1,589.66369868,
85713,3,,2,1,1,1,1,3,2,1,1,2,1,1,1161.5493454,
85714,3,,2,1,1,1,1,2,1,1,1,3,1,1,584.97549778,
85715,3,,2,1,1,2,1,3,1,1,1,3,1,1,1192.8058083,
85716,3,,2,1,1,1,1,3,1,1,1,3,1,1,722.32916509,
85717,3,,2,1,1,1,1,2,1,1,1,3,1,1,991.37790272,
85718,3,,2,1,1,1,1,3,1,1,1,3,1,1,1447.0036576,
85719,3,,2,1,1,2,1,3,1,1,1,3,1,1,1154.2797671,
85720,3,,2,1,1,1,1,3,2,1,1,3,1,1,1060.0017544,
85721,3,,2,1,1,1,1,3,1,1,1,2,1,1,939.10995674,
85722,3,,2,1,1,1,1,2,1,1,1,3,1,1,752.4220695,
85723,3,,2,1,1,1,1,2,1,1,1,3,1,1,1107.2197276,
85724,3,,2,1,1,1,1,1,2,1,1,3,1,1,1187.259189,
85725,3,,2,1,1,1,1,2,1,1,1,3,1,1,1397.0451574,
85726,3,,2,1,1,1,1,2,1,1,1,3,1,1,971.76194097,
85727,3,,2,1,1,1,1,2,2,1,1,3,1,1,868.96999959,
85728,3,,2,1,1,1,1,2,1,1,1,3,1,1,1060.0017544,
85729,3,,2,1,1,1,1,2,2,1,1,3,1,1,626.07330449,
85730,3,,2,1,1,1,1,1,1,1,1,3,1,1,1161.5493454,
85731,3,,2,1,1,1,1,2,2,1,1,3,1,1,1070.8050271,
85732,3,,2,1,1,1,1,1,1,1,1,3,1,4,1413.0206035,
85733,3,,2,1,1,1,1,2,1,1,1,3,1,1,854.02423541,
85734,3,,2,1,1,1,1,2,1,1,1,3,1,1,961.17412828,
85735,3,,2,1,1,1,1,1,2,1,1,3,1,5,900.74312666,
85736,3,,2,1,1,1,1,1,1,1,1,3,1,1,937.49897542,
85737,5,,2,1,1,2,1,4,1,1,1,3,1,1,826.23446198,
85738,5,,2,1,1,2,1,6,2,1,1,2,1,1,884.09749382,
85739,5,,2,1,1,1,1,5,1,1,1,3,1,1,616.56083309,
85740,5,,2,1,1,2,1,3,1,1,1,99,1,1,899.62862701,
85741,5,,2,1,1,1,1,5,1,1,1,3,1,1,792.27132391,
85742,5,,2,1,1,1,1,5,1,1,1,3,1,1,1388.0847935,
85743,5,,2,1,1,2,1,3,1,1,1,7,1,1,943.03732674,
85744,5,,2,1,1,1,1,5,1,1,1,3,1,1,748.86262418,
85745,5,,2,1,1,2,1,3,1,1,1,5,1,1,943.03732674,
85746,5,,2,1,1,1,1,5,1,1,1,3,1,1,723.91813619,
85747,5,,2,1,1,2,1,4,1,1,1,3,1,1,625.12692552,
85748,5,,2,1,1,2,1,4,1,1,1,3,1,1,719.70290161,
85749,5,,2,1,1,1,1,4,1,1,1,3,1,1,613.86146874,
85750,5,,2,1,1,2,1,4,1,1,1,3,1,1,719.70290161,
85751,5,,2,1,1,1,1,4,1,1,1,3,1,1,770.66350567,
85752,5,,2,1,1,1,1,5,1,1,1,3,1,1,625.12692552,
85753,5,,2,1,1,1,1,5,1,1,1,3,1,1,810.73553565,
85754,5,,2,1,1,1,1,5,1,1,1,3,1,1,1328.5185809,
85755,5,,2,1,1,1,1,5,1,1,1,3,1,1,963.32938208,
85756,5,,2,1,1,1,1,5,1,1,1,3,1,1,781.4086569,
85757,5,,2,1,1,1,1,5,1,1,1,3,1,1,705.45392445,
85758,5,,2,1,1,1,1,5,1,1,1,3,1,1,778.18950293,
85759,5,,2,1,1,1,1,2,1,1,1,3,1,1,479.87665125,
85760,5,,2,1,1,2,1,2,1,1,1,3,1,1,899.62862701,
85761,5,,2,1,1,2,1,2,1,1,1,3,1,1,659.96953282,
85762,5,,2,1,1,2,1,2,2,1,1,3,1,1,620.89682178,
85763,5,,2,1,1,1,1,2,2,1,1,3,1,1,601.93770912,
85764,5,,2,1,1,1,1,1,1,1,1,3,1,1,258.85551533,
85765,5,,2,1,1,1,1,1,2,1,1,3,1,1,603.29211562,
85766,5,,2,1,1,1,1,3,1,1,1,3,1,1,761.04309207,
85767,5,,2,1,1,1,1,3,2,1,1,2,1,1,682.31743449,
85768,5,,2,1,1,2,1,2,2,1,1,2,1,1,559.68683577,
85769,5,,2,1,1,2,1,2,2,1,1,2,1,1,577.78308747,
85770,5,,2,1,1,2,1,2,1,1,1,3,1,1,584.97938662,
85771,5,,2,1,1,1,1,3,1,1,1,3,1,1,575.67788822,
85772,5,,2,1,1,1,1,3,1,1,1,3,1,1,757.01385719,
85773,5,,2,1,1,1,1,3,1,1,1,3,1,1,557.06460075,
85775,5,,2,1,1,1,1,4,1,1,1,3,1,1,638.63673097,
85776,5,,2,1,1,1,1,3,1,1,1,3,1,1,645.3737869,
85777,5,,2,1,1,2,1,3,2,1,1,3,1,1,495.55912681,
85778,4,,2,1,1,1,1,3,1,1,1,2,1,1,590.95374232,
85779,4,,2,1,1,1,1,3,1,1,1,2,1,1,828.28913426,
85780,4,,2,1,1,1,1,3,1,1,1,2,1,1,726.01376025,
85781,4,,2,1,1,1,1,3,1,1,1,2,1,1,796.53487038,
85782,4,,2,1,1,1,1,3,1,1,1,2,1,1,963.34915218,
85783,4,,2,1,1,1,1,3,1,1,1,2,1,1,863.22977334,
85784,4,,2,1,1,1,1,3,1,1,1,2,1,1,1094.1383997,
85785,4,,2,2,1,1,1,1,2,2,1,8,1,1,204.66989694,
85786,4,,2,2,1,1,1,1,2,2,1,8,1,1,204.66989694,
85787,4,,2,2,1,1,1,1,2,2,1,2,1,1,133.58689464,
85788,4,,2,2,1,1,1,1,2,1,1,8,1,1,180.42121523,
85789,4,,2,2,1,1,1,1,2,1,1,8,1,1,180.42121523,
85790,4,,2,2,1,1,1,1,1,2,1,2,1,1,229.5579665,
85792,4,,2,2,1,1,1,1,2,2,1,8,1,1,204.12654429,
85794,4,,2,2,1,1,1,1,2,2,1,8,1,1,229.5579665,
85795,4,,2,1,1,1,1,2,1,1,1,3,1,1,547.56585567,
85796,4,,2,1,1,1,1,2,1,1,1,3,1,1,545.2854389,
85797,4,,2,1,1,1,1,2,1,1,1,3,1,1,587.62631542,
85798,4,,2,1,1,1,1,2,1,1,1,3,1,1,615.77299152,
85799,4,,2,1,1,1,1,1,1,1,1,3,1,1,1012.4825661,
85800,4,,2,1,1,1,1,1,1,1,1,3,1,1,806.35381434,
85801,4,,2,1,1,1,1,1,1,1,1,3,1,1,740.20182655,
85802,4,,2,1,1,1,1,1,1,1,1,3,1,1,1022.5217721,
85803,4,,2,1,1,1,1,1,1,1,1,3,1,1,791.26406133,
85804,4,,2,1,1,1,1,1,1,1,1,3,1,1,806.35381434,
85805,4,,2,1,1,1,1,1,1,1,1,3,1,1,926.79663768,
85806,4,,2,1,1,1,1,1,1,1,1,3,2,1,740.20182655,
85807,4,,2,1,1,1,1,1,1,1,1,3,1,1,740.20182655,
85808,4,,2,1,1,1,1,1,1,1,1,3,1,1,814.2220092,
85809,4,,2,1,1,1,1,1,1,1,1,3,1,1,926.79663768,
85810,4,,2,1,1,1,1,1,1,1,1,3,1,1,810.99684834,
85811,4,,2,1,1,1,1,1,1,1,1,3,1,1,962.08799576,
85812,4,,2,1,1,1,1,1,1,1,1,3,1,1,958.8628349,
85813,4,,2,1,1,1,1,1,1,1,1,3,1,1,631.93301407,
85814,4,,2,1,1,1,1,1,1,1,1,3,1,1,615.6704461,
85815,4,,2,1,1,1,1,1,1,1,1,3,1,1,968.45361856,
85816,4,,2,1,1,1,1,1,1,1,1,3,1,1,412.88831221,
85817,4,,2,1,1,1,1,1,1,1,1,3,1,1,567.86164041,
85818,4,,2,1,1,1,1,1,1,1,1,3,1,1,565.46714826,
85819,4,,2,1,1,2,1,1,1,1,1,3,1,1,693.59173408,
85820,4,,2,1,1,1,1,1,1,1,1,3,1,1,517.65834257,
85821,4,,2,1,1,1,1,1,1,1,1,3,1,1,506.20292041,
85822,4,,2,1,1,1,1,1,1,1,1,3,1,1,554.01172609,
85823,4,,2,1,1,1,1,1,1,1,1,3,1,1,506.20292041,
85824,4,,2,1,1,1,1,1,1,1,1,3,1,1,699.20561885,
85825,4,,2,1,1,1,1,3,1,1,1,3,1,1,529.11376474,
85826,4,,2,1,1,1,1,3,1,1,1,3,1,1,620.47759191,
85827,4,,2,1,1,1,1,3,1,1,1,3,1,1,449.24169574,
85828,4,,2,1,1,1,1,3,1,1,1,3,1,1,629.52036042,
85829,4,,2,1,1,1,1,3,1,1,1,3,1,1,595.57963055,
85830,4,,2,1,1,1,1,3,1,1,1,3,1,1,631.93301407,
85831,4,,2,1,1,2,1,3,1,1,1,3,1,1,595.57963055,
85832,4,,2,1,1,1,1,3,1,1,1,3,1,1,616.07782123,
85833,4,,2,1,1,1,1,3,1,1,1,3,1,1,575.42630621,
85834,4,,2,1,1,2,1,3,1,1,1,3,1,1,517.65834257,
85835,4,,2,1,1,1,1,3,1,1,1,3,1,1,579.31706258,
85836,4,,2,1,1,2,1,4,1,1,1,2,1,1,442.43500338,
85837,4,,2,1,1,2,1,4,1,1,1,7,1,1,535.08384211,
85838,4,,2,1,1,2,1,4,1,1,1,3,1,1,442.43500338,
85839,4,,2,1,1,2,1,4,1,1,1,2,1,1,534.05787876,
85840,4,,2,1,1,2,1,4,1,1,1,1,1,1,442.43500338,
85841,4,,2,1,1,2,1,4,1,1,1,7,1,1,509.81503435,
85842,4,,2,1,1,2,1,4,1,1,1,7,1,1,604.86851247,
85843,4,,2,1,1,1,1,4,1,1,1,3,1,1,370.82985401,
85844,4,,2,1,1,2,1,4,1,1,1,7,1,1,509.81503435,
85845,4,,2,1,1,2,1,4,1,1,1,7,1,1,631.26402831,
85846,4,,2,1,1,1,1,1,1,1,1,3,1,1,503.59013645,
85847,4,,2,1,1,1,1,1,1,1,1,3,1,1,556.17461934,
85848,4,,2,1,1,1,1,1,1,1,1,3,1,1,843.4921359,
85849,4,,2,1,1,1,1,1,1,1,1,3,1,1,675.92020583,
85850,4,,2,1,1,2,1,1,1,1,1,3,1,1,669.43305009,
85851,4,,2,1,1,1,1,1,1,1,1,3,1,1,622.40349124,
85852,4,,2,1,1,1,1,1,1,1,1,3,1,1,584.94559691,
85853,4,,2,1,1,1,1,1,1,1,1,3,1,1,530.6320976,
85854,4,,2,1,1,1,1,2,1,1,1,3,1,1,684.59409858,
85855,4,,2,1,1,2,1,2,1,1,1,3,1,1,600.17936993,
85856,4,,2,1,1,1,1,2,1,1,1,3,1,1,447.29567156,
85857,4,,2,1,1,1,1,2,1,1,1,3,1,1,655.00759899,
85858,4,,2,1,1,1,1,2,1,1,1,3,1,1,497.4675915,
85859,4,,2,1,1,1,1,2,1,1,1,3,1,1,751.39104525,
85860,4,,2,1,1,1,1,2,1,1,1,3,1,1,560.79653778,
85861,4,,2,1,1,1,1,2,1,1,1,3,1,1,548.38649711,
85862,4,,2,1,1,2,1,2,1,1,1,2,1,1,575.80061163,
85863,4,,2,1,1,1,1,2,1,1,1,3,1,1,560.79653778,
85864,4,,2,1,1,1,1,2,1,1,1,3,1,1,560.79653778,
85865,4,,2,1,1,1,1,3,1,1,1,3,1,1,669.43305009,
85866,4,,2,1,1,2,1,2,1,1,1,3,1,1,519.1237373,
85867,4,,2,1,1,1,1,3,1,1,1,3,1,1,477.115383,
85868,4,,2,1,1,2,1,3,1,1,1,3,1,1,933.53451311,
85869,4,,2,1,1,2,1,3,1,1,1,3,1,1,801.4837816,
85870,4,,2,1,1,2,1,3,1,1,1,3,1,1,669.43305009,
85871,4,,2,1,1,1,1,3,1,1,1,3,1,1,530.6320976,
85872,4,,2,1,1,1,1,3,1,1,1,3,1,1,611.42035036,
85873,4,,2,1,1,2,1,1,1,1,1,3,1,1,635.67960443,
85874,4,,2,1,1,2,1,3,1,1,1,3,1,1,605.66026081,
85875,4,,2,1,1,2,1,1,1,1,1,3,1,1,641.83574968,
85876,4,,2,1,1,1,1,2,1,1,1,3,1,1,646.4430904,
85877,4,,2,1,1,2,1,1,1,1,1,3,1,1,500.22760964,
85880,4,,2,1,1,1,1,3,1,1,1,3,1,1,648.19371953,
85881,4,,2,1,1,2,1,2,1,1,1,3,1,1,605.66026081,
85882,4,,2,1,1,2,1,4,1,1,1,7,1,1,350.53425289,
85884,2,,2,1,1,1,1,3,1,1,1,3,1,1,829.71280377,
85885,2,,2,1,1,2,1,2,1,1,1,3,1,1,718.90446078,
85886,2,,2,1,1,2,1,4,1,1,1,99,1,1,1120.2065986,
85887,2,,2,1,1,2,1,1,1,1,1,3,1,1,1519.6599514,
85888,2,,2,1,1,1,1,1,1,1,1,3,1,1,1309.0773556,
85889,2,,2,1,1,2,1,1,1,1,1,3,1,1,1005.7971205,
85890,2,,2,1,1,2,1,1,1,1,1,3,1,1,1101.2404275,
85891,2,,2,1,1,1,1,3,1,1,1,3,1,1,1333.9684636,
85892,2,,2,1,1,2,1,3,1,1,1,3,1,1,1300.6588862,
85893,2,,2,1,1,1,1,3,1,1,1,3,1,1,953.10265359,
85894,2,,2,1,1,2,1,3,1,1,1,3,1,1,1429.7587585,
85895,2,,2,1,1,2,1,3,1,1,1,3,1,1,1035.6960994,
85896,2,,2,1,1,1,1,2,1,1,1,6,1,1,734.34580448,
85897,2,,2,1,1,1,1,2,1,1,1,7,1,1,1151.164881,
85898,2,,2,1,1,1,1,2,1,1,1,3,1,1,733.18988026,
85899,2,,2,1,1,1,1,2,1,1,1,3,1,1,645.26686791,
85900,2,,2,1,1,1,1,2,1,1,1,6,1,1,935.08604009,
85901,2,,2,1,1,2,1,2,1,1,1,3,1,1,716.27182775,
85903,2,,2,1,1,2,1,1,1,1,1,3,1,1,862.63232578,
85904,2,,2,1,1,2,1,2,1,1,1,6,1,1,690.32056197,
85905,2,,2,1,1,1,1,1,1,1,1,3,1,1,723.15441288,
